"","subj","start","stop","arrest.time","fin","age","race","wexp","mar","paro","prio","employed"
"120",5,10,11,0,0,19,0,1,0,1,3,1
"121",5,11,12,0,0,19,0,1,0,1,3,1
"122",5,12,13,0,0,19,0,1,0,1,3,1
"123",5,13,14,0,0,19,0,1,0,1,3,1
"124",5,14,15,0,0,19,0,1,0,1,3,1
"125",5,15,16,0,0,19,0,1,0,1,3,1
"126",5,16,17,0,0,19,0,1,0,1,3,1
"127",5,17,18,0,0,19,0,1,0,1,3,1
"128",5,18,19,0,0,19,0,1,0,1,3,1
"129",5,19,20,0,0,19,0,1,0,1,3,1
"130",5,20,21,0,0,19,0,1,0,1,3,1
"131",5,21,22,0,0,19,0,1,0,1,3,1
"132",5,22,23,0,0,19,0,1,0,1,3,1
"133",5,23,24,0,0,19,0,1,0,1,3,1
"134",5,24,25,0,0,19,0,1,0,1,3,1
"135",5,25,26,0,0,19,0,1,0,1,3,1
"136",5,26,27,0,0,19,0,1,0,1,3,1
"137",5,27,28,0,0,19,0,1,0,1,3,1
"138",5,28,29,0,0,19,0,1,0,1,3,1
"139",5,29,30,0,0,19,0,1,0,1,3,1
"140",5,30,31,0,0,19,0,1,0,1,3,1
"141",5,31,32,0,0,19,0,1,0,1,3,1
"142",5,32,33,0,0,19,0,1,0,1,3,1
"143",5,33,34,0,0,19,0,1,0,1,3,1
"144",5,34,35,0,0,19,0,1,0,1,3,1
"145",5,35,36,0,0,19,0,1,0,1,3,0
"146",5,36,37,0,0,19,0,1,0,1,3,0
"147",5,37,38,0,0,19,0,1,0,1,3,0
"148",5,38,39,0,0,19,0,1,0,1,3,0
"149",5,39,40,0,0,19,0,1,0,1,3,0
"150",5,40,41,0,0,19,0,1,0,1,3,0
"151",5,41,42,0,0,19,0,1,0,1,3,0
"152",5,42,43,0,0,19,0,1,0,1,3,0
"153",5,43,44,0,0,19,0,1,0,1,3,0
"154",5,44,45,0,0,19,0,1,0,1,3,0
"155",5,45,46,0,0,19,0,1,0,1,3,0
"156",5,46,47,0,0,19,0,1,0,1,3,0
"157",5,47,48,0,0,19,0,1,0,1,3,0
"158",5,48,49,0,0,19,0,1,0,1,3,0
"159",5,49,50,0,0,19,0,1,0,1,3,0
"160",5,50,51,0,0,19,0,1,0,1,3,0
"161",5,51,52,0,0,19,0,1,0,1,3,0
"162",6,1,2,0,0,24,1,1,0,0,2,0
"163",6,2,3,0,0,24,1,1,0,0,2,0
"164",6,3,4,0,0,24,1,1,0,0,2,0
"165",6,4,5,0,0,24,1,1,0,0,2,0
"166",6,5,6,0,0,24,1,1,0,0,2,1
"167",6,6,7,0,0,24,1,1,0,0,2,1
"168",6,7,8,0,0,24,1,1,0,0,2,1
"169",6,8,9,0,0,24,1,1,0,0,2,1
"170",6,9,10,0,0,24,1,1,0,0,2,1
"171",6,10,11,0,0,24,1,1,0,0,2,1
"172",6,11,12,0,0,24,1,1,0,0,2,0
"173",6,12,13,0,0,24,1,1,0,0,2,0
"174",6,13,14,0,0,24,1,1,0,0,2,0
"175",6,14,15,0,0,24,1,1,0,0,2,0
"176",6,15,16,0,0,24,1,1,0,0,2,0
"177",6,16,17,0,0,24,1,1,0,0,2,0
"178",6,17,18,0,0,24,1,1,0,0,2,0
"179",6,18,19,0,0,24,1,1,0,0,2,0
"180",6,19,20,0,0,24,1,1,0,0,2,0
"181",6,20,21,0,0,24,1,1,0,0,2,0
"182",6,21,22,0,0,24,1,1,0,0,2,0
"183",6,22,23,0,0,24,1,1,0,0,2,0
"184",6,23,24,0,0,24,1,1,0,0,2,1
"185",6,24,25,0,0,24,1,1,0,0,2,1
"186",6,25,26,0,0,24,1,1,0,0,2,1
"187",6,26,27,0,0,24,1,1,0,0,2,1
"188",6,27,28,0,0,24,1,1,0,0,2,1
"189",6,28,29,0,0,24,1,1,0,0,2,1
"190",6,29,30,0,0,24,1,1,0,0,2,1
"191",6,30,31,0,0,24,1,1,0,0,2,0
"192",6,31,32,0,0,24,1,1,0,0,2,0
"193",6,32,33,0,0,24,1,1,0,0,2,0
"194",6,33,34,0,0,24,1,1,0,0,2,0
"195",6,34,35,0,0,24,1,1,0,0,2,0
"196",6,35,36,0,0,24,1,1,0,0,2,0
"197",6,36,37,0,0,24,1,1,0,0,2,0
"198",6,37,38,0,0,24,1,1,0,0,2,0
"199",6,38,39,0,0,24,1,1,0,0,2,0
"200",6,39,40,0,0,24,1,1,0,0,2,0
"201",6,40,41,0,0,24,1,1,0,0,2,0
"202",6,41,42,0,0,24,1,1,0,0,2,0
"203",6,42,43,0,0,24,1,1,0,0,2,0
"204",6,43,44,0,0,24,1,1,0,0,2,0
"205",6,44,45,0,0,24,1,1,0,0,2,0
"206",6,45,46,0,0,24,1,1,0,0,2,0
"207",6,46,47,0,0,24,1,1,0,0,2,0
"208",6,47,48,0,0,24,1,1,0,0,2,0
"209",6,48,49,0,0,24,1,1,0,0,2,0
"210",6,49,50,0,0,24,1,1,0,0,2,0
"211",6,50,51,0,0,24,1,1,0,0,2,0
"212",6,51,52,0,0,24,1,1,0,0,2,0
"213",7,1,2,0,0,25,1,1,1,1,0,1
"214",7,2,3,0,0,25,1,1,1,1,0,1
"215",7,3,4,0,0,25,1,1,1,1,0,1
"216",7,4,5,0,0,25,1,1,1,1,0,1
"217",7,5,6,0,0,25,1,1,1,1,0,1
"218",7,6,7,0,0,25,1,1,1,1,0,1
"219",7,7,8,0,0,25,1,1,1,1,0,1
"220",7,8,9,0,0,25,1,1,1,1,0,1
"221",7,9,10,0,0,25,1,1,1,1,0,1
"222",7,10,11,0,0,25,1,1,1,1,0,1
"223",7,11,12,0,0,25,1,1,1,1,0,1
"224",7,12,13,0,0,25,1,1,1,1,0,1
"225",7,13,14,0,0,25,1,1,1,1,0,1
"226",7,14,15,0,0,25,1,1,1,1,0,1
"227",7,15,16,0,0,25,1,1,1,1,0,1
"228",7,16,17,0,0,25,1,1,1,1,0,1
"229",7,17,18,0,0,25,1,1,1,1,0,1
"230",7,18,19,0,0,25,1,1,1,1,0,1
"231",7,19,20,0,0,25,1,1,1,1,0,1
"232",7,20,21,0,0,25,1,1,1,1,0,1
"233",7,21,22,0,0,25,1,1,1,1,0,1
"234",7,22,23,1,0,25,1,1,1,1,0,1
"235",8,1,2,0,1,21,1,1,0,1,4,0
"236",8,2,3,0,1,21,1,1,0,1,4,0
"237",8,3,4,0,1,21,1,1,0,1,4,0
"238",8,4,5,0,1,21,1,1,0,1,4,0
"239",8,5,6,0,1,21,1,1,0,1,4,0
"240",8,6,7,0,1,21,1,1,0,1,4,0
"241",8,7,8,0,1,21,1,1,0,1,4,0
"242",8,8,9,0,1,21,1,1,0,1,4,0
"243",8,9,10,0,1,21,1,1,0,1,4,0
"244",8,10,11,0,1,21,1,1,0,1,4,0
"245",8,11,12,0,1,21,1,1,0,1,4,0
"246",8,12,13,0,1,21,1,1,0,1,4,0
"247",8,13,14,0,1,21,1,1,0,1,4,0
"248",8,14,15,0,1,21,1,1,0,1,4,0
"249",8,15,16,0,1,21,1,1,0,1,4,0
"250",8,16,17,0,1,21,1,1,0,1,4,0
"251",8,17,18,0,1,21,1,1,0,1,4,0
"252",8,18,19,0,1,21,1,1,0,1,4,0
"253",8,19,20,0,1,21,1,1,0,1,4,0
"254",8,20,21,0,1,21,1,1,0,1,4,1
"255",8,21,22,0,1,21,1,1,0,1,4,1
"256",8,22,23,0,1,21,1,1,0,1,4,0
"257",8,23,24,0,1,21,1,1,0,1,4,0
"258",8,24,25,0,1,21,1,1,0,1,4,1
"259",8,25,26,0,1,21,1,1,0,1,4,1
"260",8,26,27,0,1,21,1,1,0,1,4,0
"261",8,27,28,0,1,21,1,1,0,1,4,0
"262",8,28,29,0,1,21,1,1,0,1,4,0
"263",8,29,30,0,1,21,1,1,0,1,4,0
"264",8,30,31,0,1,21,1,1,0,1,4,0
"265",8,31,32,0,1,21,1,1,0,1,4,0
"266",8,32,33,0,1,21,1,1,0,1,4,0
"267",8,33,34,0,1,21,1,1,0,1,4,0
"268",8,34,35,0,1,21,1,1,0,1,4,0
"269",8,35,36,0,1,21,1,1,0,1,4,0
"270",8,36,37,0,1,21,1,1,0,1,4,0
"271",8,37,38,0,1,21,1,1,0,1,4,0
"272",8,38,39,0,1,21,1,1,0,1,4,0
"273",8,39,40,0,1,21,1,1,0,1,4,0
"274",8,40,41,0,1,21,1,1,0,1,4,0
"275",8,41,42,0,1,21,1,1,0,1,4,0
"276",8,42,43,0,1,21,1,1,0,1,4,0
"277",8,43,44,0,1,21,1,1,0,1,4,0
"278",8,44,45,0,1,21,1,1,0,1,4,0
"279",8,45,46,0,1,21,1,1,0,1,4,0
"280",8,46,47,0,1,21,1,1,0,1,4,0
"281",8,47,48,0,1,21,1,1,0,1,4,0
"282",8,48,49,0,1,21,1,1,0,1,4,0
"283",8,49,50,0,1,21,1,1,0,1,4,0
"284",8,50,51,0,1,21,1,1,0,1,4,0
"285",8,51,52,0,1,21,1,1,0,1,4,0
"286",9,1,2,0,0,22,1,0,0,0,6,0
"287",9,2,3,0,0,22,1,0,0,0,6,0
"288",9,3,4,0,0,22,1,0,0,0,6,0
"289",9,4,5,0,0,22,1,0,0,0,6,0
"290",9,5,6,0,0,22,1,0,0,0,6,0
"291",9,6,7,0,0,22,1,0,0,0,6,0
"292",9,7,8,0,0,22,1,0,0,0,6,0
"293",9,8,9,0,0,22,1,0,0,0,6,0
"294",9,9,10,0,0,22,1,0,0,0,6,0
"295",9,10,11,0,0,22,1,0,0,0,6,0
"296",9,11,12,0,0,22,1,0,0,0,6,0
"297",9,12,13,0,0,22,1,0,0,0,6,0
"298",9,13,14,0,0,22,1,0,0,0,6,0
"299",9,14,15,0,0,22,1,0,0,0,6,0
"300",9,15,16,0,0,22,1,0,0,0,6,0
"301",9,16,17,0,0,22,1,0,0,0,6,1
"302",9,17,18,0,0,22,1,0,0,0,6,1
"303",9,18,19,0,0,22,1,0,0,0,6,1
"304",9,19,20,0,0,22,1,0,0,0,6,1
"305",9,20,21,0,0,22,1,0,0,0,6,1
"306",9,21,22,0,0,22,1,0,0,0,6,1
"307",9,22,23,0,0,22,1,0,0,0,6,1
"308",9,23,24,0,0,22,1,0,0,0,6,0
"309",9,24,25,0,0,22,1,0,0,0,6,0
"310",9,25,26,0,0,22,1,0,0,0,6,0
"311",9,26,27,0,0,22,1,0,0,0,6,0
"312",9,27,28,0,0,22,1,0,0,0,6,0
"313",9,28,29,0,0,22,1,0,0,0,6,0
"314",9,29,30,0,0,22,1,0,0,0,6,0
"315",9,30,31,0,0,22,1,0,0,0,6,0
"316",9,31,32,0,0,22,1,0,0,0,6,0
"317",9,32,33,0,0,22,1,0,0,0,6,0
"318",9,33,34,0,0,22,1,0,0,0,6,0
"319",9,34,35,0,0,22,1,0,0,0,6,0
"320",9,35,36,0,0,22,1,0,0,0,6,0
"321",9,36,37,0,0,22,1,0,0,0,6,0
"322",9,37,38,0,0,22,1,0,0,0,6,0
"323",9,38,39,0,0,22,1,0,0,0,6,1
"324",9,39,40,0,0,22,1,0,0,0,6,1
"325",9,40,41,0,0,22,1,0,0,0,6,1
"326",9,41,42,0,0,22,1,0,0,0,6,1
"327",9,42,43,0,0,22,1,0,0,0,6,1
"328",9,43,44,0,0,22,1,0,0,0,6,1
"329",9,44,45,0,0,22,1,0,0,0,6,1
"330",9,45,46,0,0,22,1,0,0,0,6,1
"331",9,46,47,0,0,22,1,0,0,0,6,1
"332",9,47,48,0,0,22,1,0,0,0,6,1
"333",9,48,49,0,0,22,1,0,0,0,6,1
"334",9,49,50,0,0,22,1,0,0,0,6,1
"335",9,50,51,0,0,22,1,0,0,0,6,1
"336",9,51,52,0,0,22,1,0,0,0,6,1
"337",10,1,2,0,0,20,1,1,0,0,0,0
"338",10,2,3,0,0,20,1,1,0,0,0,1
"339",10,3,4,0,0,20,1,1,0,0,0,1
"340",10,4,5,0,0,20,1,1,0,0,0,1
"341",10,5,6,0,0,20,1,1,0,0,0,1
"342",10,6,7,0,0,20,1,1,0,0,0,0
"343",10,7,8,0,0,20,1,1,0,0,0,0
"344",10,8,9,0,0,20,1,1,0,0,0,0
"345",10,9,10,0,0,20,1,1,0,0,0,0
"346",10,10,11,0,0,20,1,1,0,0,0,0
"347",10,11,12,0,0,20,1,1,0,0,0,0
"348",10,12,13,0,0,20,1,1,0,0,0,0
"349",10,13,14,0,0,20,1,1,0,0,0,0
"350",10,14,15,0,0,20,1,1,0,0,0,0
"351",10,15,16,0,0,20,1,1,0,0,0,0
"352",10,16,17,0,0,20,1,1,0,0,0,0
"353",10,17,18,0,0,20,1,1,0,0,0,0
"354",10,18,19,0,0,20,1,1,0,0,0,0
"355",10,19,20,0,0,20,1,1,0,0,0,0
"356",10,20,21,0,0,20,1,1,0,0,0,0
"357",10,21,22,0,0,20,1,1,0,0,0,0
"358",10,22,23,0,0,20,1,1,0,0,0,0
"359",10,23,24,0,0,20,1,1,0,0,0,0
"360",10,24,25,0,0,20,1,1,0,0,0,0
"361",10,25,26,0,0,20,1,1,0,0,0,0
"362",10,26,27,0,0,20,1,1,0,0,0,0
"363",10,27,28,0,0,20,1,1,0,0,0,0
"364",10,28,29,0,0,20,1,1,0,0,0,0
"365",10,29,30,0,0,20,1,1,0,0,0,0
"366",10,30,31,0,0,20,1,1,0,0,0,0
"367",10,31,32,0,0,20,1,1,0,0,0,0
"368",10,32,33,0,0,20,1,1,0,0,0,0
"369",10,33,34,0,0,20,1,1,0,0,0,0
"370",10,34,35,0,0,20,1,1,0,0,0,0
"371",10,35,36,0,0,20,1,1,0,0,0,0
"372",10,36,37,0,0,20,1,1,0,0,0,0
"373",10,37,38,0,0,20,1,1,0,0,0,0
"374",10,38,39,0,0,20,1,1,0,0,0,0
"375",10,39,40,0,0,20,1,1,0,0,0,0
"376",10,40,41,0,0,20,1,1,0,0,0,0
"377",10,41,42,0,0,20,1,1,0,0,0,0
"378",10,42,43,0,0,20,1,1,0,0,0,0
"379",10,43,44,0,0,20,1,1,0,0,0,0
"380",10,44,45,0,0,20,1,1,0,0,0,0
"381",10,45,46,0,0,20,1,1,0,0,0,0
"382",10,46,47,0,0,20,1,1,0,0,0,0
"383",10,47,48,0,0,20,1,1,0,0,0,0
"384",10,48,49,0,0,20,1,1,0,0,0,0
"385",10,49,50,0,0,20,1,1,0,0,0,0
"386",10,50,51,0,0,20,1,1,0,0,0,0
"387",10,51,52,0,0,20,1,1,0,0,0,0
"388",11,1,2,0,1,26,1,0,0,1,3,0
"389",11,2,3,0,1,26,1,0,0,1,3,0
"390",11,3,4,0,1,26,1,0,0,1,3,0
"391",11,4,5,0,1,26,1,0,0,1,3,0
"392",11,5,6,0,1,26,1,0,0,1,3,0
"393",11,6,7,0,1,26,1,0,0,1,3,0
"394",11,7,8,0,1,26,1,0,0,1,3,0
"395",11,8,9,0,1,26,1,0,0,1,3,0
"396",11,9,10,0,1,26,1,0,0,1,3,1
"397",11,10,11,0,1,26,1,0,0,1,3,1
"398",11,11,12,0,1,26,1,0,0,1,3,1
"399",11,12,13,0,1,26,1,0,0,1,3,1
"400",11,13,14,0,1,26,1,0,0,1,3,1
"401",11,14,15,0,1,26,1,0,0,1,3,1
"402",11,15,16,0,1,26,1,0,0,1,3,1
"403",11,16,17,0,1,26,1,0,0,1,3,1
"404",11,17,18,0,1,26,1,0,0,1,3,1
"405",11,18,19,0,1,26,1,0,0,1,3,1
"406",11,19,20,0,1,26,1,0,0,1,3,0
"407",11,20,21,0,1,26,1,0,0,1,3,0
"408",11,21,22,0,1,26,1,0,0,1,3,0
"409",11,22,23,0,1,26,1,0,0,1,3,0
"410",11,23,24,0,1,26,1,0,0,1,3,0
"411",11,24,25,0,1,26,1,0,0,1,3,0
"412",11,25,26,0,1,26,1,0,0,1,3,0
"413",11,26,27,0,1,26,1,0,0,1,3,0
"414",11,27,28,0,1,26,1,0,0,1,3,0
"415",11,28,29,0,1,26,1,0,0,1,3,0
"416",11,29,30,0,1,26,1,0,0,1,3,0
"417",11,30,31,0,1,26,1,0,0,1,3,0
"418",11,31,32,0,1,26,1,0,0,1,3,0
"419",11,32,33,0,1,26,1,0,0,1,3,0
"420",11,33,34,0,1,26,1,0,0,1,3,0
"421",11,34,35,0,1,26,1,0,0,1,3,0
"422",11,35,36,0,1,26,1,0,0,1,3,0
"423",11,36,37,0,1,26,1,0,0,1,3,0
"424",11,37,38,0,1,26,1,0,0,1,3,0
"425",11,38,39,0,1,26,1,0,0,1,3,0
"426",11,39,40,0,1,26,1,0,0,1,3,0
"427",11,40,41,0,1,26,1,0,0,1,3,0
"428",11,41,42,0,1,26,1,0,0,1,3,0
"429",11,42,43,0,1,26,1,0,0,1,3,0
"430",11,43,44,0,1,26,1,0,0,1,3,0
"431",11,44,45,0,1,26,1,0,0,1,3,0
"432",11,45,46,0,1,26,1,0,0,1,3,1
"433",11,46,47,0,1,26,1,0,0,1,3,1
"434",11,47,48,0,1,26,1,0,0,1,3,1
"435",11,48,49,0,1,26,1,0,0,1,3,1
"436",11,49,50,0,1,26,1,0,0,1,3,1
"437",11,50,51,0,1,26,1,0,0,1,3,1
"438",11,51,52,0,1,26,1,0,0,1,3,1
"439",12,1,2,0,0,40,1,1,0,0,2,0
"440",12,2,3,0,0,40,1,1,0,0,2,0
"441",12,3,4,0,0,40,1,1,0,0,2,0
"442",12,4,5,0,0,40,1,1,0,0,2,0
"443",12,5,6,0,0,40,1,1,0,0,2,1
"444",12,6,7,0,0,40,1,1,0,0,2,1
"445",12,7,8,0,0,40,1,1,0,0,2,1
"446",12,8,9,0,0,40,1,1,0,0,2,1
"447",12,9,10,0,0,40,1,1,0,0,2,1
"448",12,10,11,0,0,40,1,1,0,0,2,1
"449",12,11,12,0,0,40,1,1,0,0,2,1
"450",12,12,13,0,0,40,1,1,0,0,2,1
"451",12,13,14,0,0,40,1,1,0,0,2,1
"452",12,14,15,0,0,40,1,1,0,0,2,1
"453",12,15,16,0,0,40,1,1,0,0,2,1
"454",12,16,17,0,0,40,1,1,0,0,2,1
"455",12,17,18,0,0,40,1,1,0,0,2,1
"456",12,18,19,0,0,40,1,1,0,0,2,1
"457",12,19,20,0,0,40,1,1,0,0,2,1
"458",12,20,21,0,0,40,1,1,0,0,2,1
"459",12,21,22,0,0,40,1,1,0,0,2,1
"460",12,22,23,0,0,40,1,1,0,0,2,1
"461",12,23,24,0,0,40,1,1,0,0,2,1
"462",12,24,25,0,0,40,1,1,0,0,2,1
"463",12,25,26,0,0,40,1,1,0,0,2,1
"464",12,26,27,0,0,40,1,1,0,0,2,1
"465",12,27,28,0,0,40,1,1,0,0,2,1
"466",12,28,29,0,0,40,1,1,0,0,2,1
"467",12,29,30,0,0,40,1,1,0,0,2,1
"468",12,30,31,0,0,40,1,1,0,0,2,1
"469",12,31,32,0,0,40,1,1,0,0,2,1
"470",12,32,33,0,0,40,1,1,0,0,2,1
"471",12,33,34,0,0,40,1,1,0,0,2,1
"472",12,34,35,0,0,40,1,1,0,0,2,1
"473",12,35,36,0,0,40,1,1,0,0,2,1
"474",12,36,37,0,0,40,1,1,0,0,2,1
"475",12,37,38,0,0,40,1,1,0,0,2,1
"476",12,38,39,0,0,40,1,1,0,0,2,1
"477",12,39,40,0,0,40,1,1,0,0,2,1
"478",12,40,41,0,0,40,1,1,0,0,2,1
"479",12,41,42,0,0,40,1,1,0,0,2,1
"480",12,42,43,0,0,40,1,1,0,0,2,1
"481",12,43,44,0,0,40,1,1,0,0,2,1
"482",12,44,45,0,0,40,1,1,0,0,2,1
"483",12,45,46,0,0,40,1,1,0,0,2,1
"484",12,46,47,0,0,40,1,1,0,0,2,1
"485",12,47,48,0,0,40,1,1,0,0,2,1
"486",12,48,49,0,0,40,1,1,0,0,2,1
"487",12,49,50,0,0,40,1,1,0,0,2,1
"488",12,50,51,0,0,40,1,1,0,0,2,1
"489",12,51,52,0,0,40,1,1,0,0,2,1
"490",13,1,2,0,0,17,1,1,0,1,5,0
"491",13,2,3,0,0,17,1,1,0,1,5,0
"492",13,3,4,0,0,17,1,1,0,1,5,0
"493",13,4,5,0,0,17,1,1,0,1,5,0
"494",13,5,6,0,0,17,1,1,0,1,5,0
"495",13,6,7,0,0,17,1,1,0,1,5,0
"496",13,7,8,0,0,17,1,1,0,1,5,0
"497",13,8,9,0,0,17,1,1,0,1,5,0
"498",13,9,10,0,0,17,1,1,0,1,5,0
"499",13,10,11,0,0,17,1,1,0,1,5,0
"500",13,11,12,0,0,17,1,1,0,1,5,0
"501",13,12,13,0,0,17,1,1,0,1,5,0
"502",13,13,14,0,0,17,1,1,0,1,5,0
"503",13,14,15,0,0,17,1,1,0,1,5,0
"504",13,15,16,0,0,17,1,1,0,1,5,0
"505",13,16,17,0,0,17,1,1,0,1,5,0
"506",13,17,18,0,0,17,1,1,0,1,5,0
"507",13,18,19,0,0,17,1,1,0,1,5,0
"508",13,19,20,0,0,17,1,1,0,1,5,0
"509",13,20,21,0,0,17,1,1,0,1,5,0
"510",13,21,22,0,0,17,1,1,0,1,5,0
"511",13,22,23,0,0,17,1,1,0,1,5,0
"512",13,23,24,0,0,17,1,1,0,1,5,0
"513",13,24,25,0,0,17,1,1,0,1,5,0
"514",13,25,26,0,0,17,1,1,0,1,5,0
"515",13,26,27,0,0,17,1,1,0,1,5,0
