"","subj","start","stop","arrest.time","fin","age","race","wexp","mar","paro","prio","employed"
"60",3,22,23,0,0,19,0,1,0,1,13,0
"61",3,23,24,0,0,19,0,1,0,1,13,0
"62",3,24,25,1,0,19,0,1,0,1,13,0
"63",4,0,1,0,1,23,1,1,1,1,1,0
"64",4,1,2,0,1,23,1,1,1,1,1,0
"65",4,2,3,0,1,23,1,1,1,1,1,0
"66",4,3,4,0,1,23,1,1,1,1,1,0
"67",4,4,5,0,1,23,1,1,1,1,1,1
"68",4,5,6,0,1,23,1,1,1,1,1,1
"69",4,6,7,0,1,23,1,1,1,1,1,1
"70",4,7,8,0,1,23,1,1,1,1,1,1
"71",4,8,9,0,1,23,1,1,1,1,1,1
"72",4,9,10,0,1,23,1,1,1,1,1,1
"73",4,10,11,0,1,23,1,1,1,1,1,1
"74",4,11,12,0,1,23,1,1,1,1,1,1
"75",4,12,13,0,1,23,1,1,1,1,1,1
"76",4,13,14,0,1,23,1,1,1,1,1,1
"77",4,14,15,0,1,23,1,1,1,1,1,1
"78",4,15,16,0,1,23,1,1,1,1,1,1
"79",4,16,17,0,1,23,1,1,1,1,1,1
"80",4,17,18,0,1,23,1,1,1,1,1,1
"81",4,18,19,0,1,23,1,1,1,1,1,1
"82",4,19,20,0,1,23,1,1,1,1,1,1
"83",4,20,21,0,1,23,1,1,1,1,1,1
"84",4,21,22,0,1,23,1,1,1,1,1,0
"85",4,22,23,0,1,23,1,1,1,1,1,0
"86",4,23,24,0,1,23,1,1,1,1,1,0
"87",4,24,25,0,1,23,1,1,1,1,1,0
"88",4,25,26,0,1,23,1,1,1,1,1,0
"89",4,26,27,0,1,23,1,1,1,1,1,0
"90",4,27,28,0,1,23,1,1,1,1,1,0
"91",4,28,29,0,1,23,1,1,1,1,1,0
"92",4,29,30,0,1,23,1,1,1,1,1,0
"93",4,30,31,0,1,23,1,1,1,1,1,0
"94",4,31,32,0,1,23,1,1,1,1,1,1
"95",4,32,33,0,1,23,1,1,1,1,1,1
"96",4,33,34,0,1,23,1,1,1,1,1,1
"97",4,34,35,0,1,23,1,1,1,1,1,1
"98",4,35,36,0,1,23,1,1,1,1,1,1
"99",4,36,37,0,1,23,1,1,1,1,1,1
"100",4,37,38,0,1,23,1,1,1,1,1,1
"101",4,38,39,0,1,23,1,1,1,1,1,1
"102",4,39,40,0,1,23,1,1,1,1,1,1
"103",4,40,41,0,1,23,1,1,1,1,1,1
"104",4,41,42,0,1,23,1,1,1,1,1,1
"105",4,42,43,0,1,23,1,1,1,1,1,1
"106",4,43,44,0,1,23,1,1,1,1,1,1
"107",4,44,45,0,1,23,1,1,1,1,1,1
"108",4,45,46,0,1,23,1,1,1,1,1,1
"109",4,46,47,0,1,23,1,1,1,1,1,1
"110",4,47,48,0,1,23,1,1,1,1,1,1
"111",4,48,49,0,1,23,1,1,1,1,1,1
"112",4,49,50,0,1,23,1,1,1,1,1,1
"113",4,50,51,0,1,23,1,1,1,1,1,1
"114",4,51,52,0,1,23,1,1,1,1,1,1
"115",5,0,1,0,0,19,0,1,0,1,3,0
"116",5,1,2,0,0,19,0,1,0,1,3,0
"117",5,2,3,0,0,19,0,1,0,1,3,0
"118",5,3,4,0,0,19,0,1,0,1,3,0
"119",5,4,5,0,0,19,0,1,0,1,3,0
"120",5,5,6,0,0,19,0,1,0,1,3,0
"121",5,6,7,0,0,19,0,1,0,1,3,0
"122",5,7,8,0,0,19,0,1,0,1,3,0
"123",5,8,9,0,0,19,0,1,0,1,3,0
"124",5,9,10,0,0,19,0,1,0,1,3,1
"125",5,10,11,0,0,19,0,1,0,1,3,1
"126",5,11,12,0,0,19,0,1,0,1,3,1
"127",5,12,13,0,0,19,0,1,0,1,3,1
"128",5,13,14,0,0,19,0,1,0,1,3,1
"129",5,14,15,0,0,19,0,1,0,1,3,1
"130",5,15,16,0,0,19,0,1,0,1,3,1
"131",5,16,17,0,0,19,0,1,0,1,3,1
"132",5,17,18,0,0,19,0,1,0,1,3,1
"133",5,18,19,0,0,19,0,1,0,1,3,1
"134",5,19,20,0,0,19,0,1,0,1,3,1
"135",5,20,21,0,0,19,0,1,0,1,3,1
"136",5,21,22,0,0,19,0,1,0,1,3,1
"137",5,22,23,0,0,19,0,1,0,1,3,1
"138",5,23,24,0,0,19,0,1,0,1,3,1
"139",5,24,25,0,0,19,0,1,0,1,3,1
"140",5,25,26,0,0,19,0,1,0,1,3,1
"141",5,26,27,0,0,19,0,1,0,1,3,1
"142",5,27,28,0,0,19,0,1,0,1,3,1
"143",5,28,29,0,0,19,0,1,0,1,3,1
"144",5,29,30,0,0,19,0,1,0,1,3,1
"145",5,30,31,0,0,19,0,1,0,1,3,1
"146",5,31,32,0,0,19,0,1,0,1,3,1
"147",5,32,33,0,0,19,0,1,0,1,3,1
"148",5,33,34,0,0,19,0,1,0,1,3,1
"149",5,34,35,0,0,19,0,1,0,1,3,0
"150",5,35,36,0,0,19,0,1,0,1,3,0
"151",5,36,37,0,0,19,0,1,0,1,3,0
"152",5,37,38,0,0,19,0,1,0,1,3,0
"153",5,38,39,0,0,19,0,1,0,1,3,0
"154",5,39,40,0,0,19,0,1,0,1,3,0
"155",5,40,41,0,0,19,0,1,0,1,3,0
"156",5,41,42,0,0,19,0,1,0,1,3,0
"157",5,42,43,0,0,19,0,1,0,1,3,0
"158",5,43,44,0,0,19,0,1,0,1,3,0
"159",5,44,45,0,0,19,0,1,0,1,3,0
"160",5,45,46,0,0,19,0,1,0,1,3,0
"161",5,46,47,0,0,19,0,1,0,1,3,0
"162",5,47,48,0,0,19,0,1,0,1,3,0
"163",5,48,49,0,0,19,0,1,0,1,3,0
"164",5,49,50,0,0,19,0,1,0,1,3,0
"165",5,50,51,0,0,19,0,1,0,1,3,0
"166",5,51,52,0,0,19,0,1,0,1,3,0
"167",6,0,1,0,0,24,1,1,0,0,2,0
"168",6,1,2,0,0,24,1,1,0,0,2,0
"169",6,2,3,0,0,24,1,1,0,0,2,0
"170",6,3,4,0,0,24,1,1,0,0,2,0
"171",6,4,5,0,0,24,1,1,0,0,2,1
"172",6,5,6,0,0,24,1,1,0,0,2,1
"173",6,6,7,0,0,24,1,1,0,0,2,1
"174",6,7,8,0,0,24,1,1,0,0,2,1
"175",6,8,9,0,0,24,1,1,0,0,2,1
"176",6,9,10,0,0,24,1,1,0,0,2,1
"177",6,10,11,0,0,24,1,1,0,0,2,0
"178",6,11,12,0,0,24,1,1,0,0,2,0
"179",6,12,13,0,0,24,1,1,0,0,2,0
"180",6,13,14,0,0,24,1,1,0,0,2,0
"181",6,14,15,0,0,24,1,1,0,0,2,0
"182",6,15,16,0,0,24,1,1,0,0,2,0
"183",6,16,17,0,0,24,1,1,0,0,2,0
"184",6,17,18,0,0,24,1,1,0,0,2,0
"185",6,18,19,0,0,24,1,1,0,0,2,0
"186",6,19,20,0,0,24,1,1,0,0,2,0
"187",6,20,21,0,0,24,1,1,0,0,2,0
"188",6,21,22,0,0,24,1,1,0,0,2,0
"189",6,22,23,0,0,24,1,1,0,0,2,1
"190",6,23,24,0,0,24,1,1,0,0,2,1
"191",6,24,25,0,0,24,1,1,0,0,2,1
"192",6,25,26,0,0,24,1,1,0,0,2,1
"193",6,26,27,0,0,24,1,1,0,0,2,1
"194",6,27,28,0,0,24,1,1,0,0,2,1
"195",6,28,29,0,0,24,1,1,0,0,2,1
"196",6,29,30,0,0,24,1,1,0,0,2,0
"197",6,30,31,0,0,24,1,1,0,0,2,0
"198",6,31,32,0,0,24,1,1,0,0,2,0
"199",6,32,33,0,0,24,1,1,0,0,2,0
"200",6,33,34,0,0,24,1,1,0,0,2,0
"201",6,34,35,0,0,24,1,1,0,0,2,0
"202",6,35,36,0,0,24,1,1,0,0,2,0
"203",6,36,37,0,0,24,1,1,0,0,2,0
"204",6,37,38,0,0,24,1,1,0,0,2,0
"205",6,38,39,0,0,24,1,1,0,0,2,0
"206",6,39,40,0,0,24,1,1,0,0,2,0
"207",6,40,41,0,0,24,1,1,0,0,2,0
"208",6,41,42,0,0,24,1,1,0,0,2,0
"209",6,42,43,0,0,24,1,1,0,0,2,0
"210",6,43,44,0,0,24,1,1,0,0,2,0
"211",6,44,45,0,0,24,1,1,0,0,2,0
"212",6,45,46,0,0,24,1,1,0,0,2,0
"213",6,46,47,0,0,24,1,1,0,0,2,0
"214",6,47,48,0,0,24,1,1,0,0,2,0
"215",6,48,49,0,0,24,1,1,0,0,2,0
"216",6,49,50,0,0,24,1,1,0,0,2,0
"217",6,50,51,0,0,24,1,1,0,0,2,0
"218",6,51,52,0,0,24,1,1,0,0,2,0
"219",7,0,1,0,0,25,1,1,1,1,0,1
"220",7,1,2,0,0,25,1,1,1,1,0,1
"221",7,2,3,0,0,25,1,1,1,1,0,1
"222",7,3,4,0,0,25,1,1,1,1,0,1
"223",7,4,5,0,0,25,1,1,1,1,0,1
"224",7,5,6,0,0,25,1,1,1,1,0,1
"225",7,6,7,0,0,25,1,1,1,1,0,1
"226",7,7,8,0,0,25,1,1,1,1,0,1
"227",7,8,9,0,0,25,1,1,1,1,0,1
"228",7,9,10,0,0,25,1,1,1,1,0,1
"229",7,10,11,0,0,25,1,1,1,1,0,1
"230",7,11,12,0,0,25,1,1,1,1,0,1
"231",7,12,13,0,0,25,1,1,1,1,0,1
"232",7,13,14,0,0,25,1,1,1,1,0,1
"233",7,14,15,0,0,25,1,1,1,1,0,1
"234",7,15,16,0,0,25,1,1,1,1,0,1
"235",7,16,17,0,0,25,1,1,1,1,0,1
"236",7,17,18,0,0,25,1,1,1,1,0,1
"237",7,18,19,0,0,25,1,1,1,1,0,1
"238",7,19,20,0,0,25,1,1,1,1,0,1
"239",7,20,21,0,0,25,1,1,1,1,0,1
"240",7,21,22,0,0,25,1,1,1,1,0,1
"241",7,22,23,1,0,25,1,1,1,1,0,0
"242",8,0,1,0,1,21,1,1,0,1,4,0
"243",8,1,2,0,1,21,1,1,0,1,4,0
"244",8,2,3,0,1,21,1,1,0,1,4,0
"245",8,3,4,0,1,21,1,1,0,1,4,0
"246",8,4,5,0,1,21,1,1,0,1,4,0
"247",8,5,6,0,1,21,1,1,0,1,4,0
"248",8,6,7,0,1,21,1,1,0,1,4,0
"249",8,7,8,0,1,21,1,1,0,1,4,0
"250",8,8,9,0,1,21,1,1,0,1,4,0
"251",8,9,10,0,1,21,1,1,0,1,4,0
"252",8,10,11,0,1,21,1,1,0,1,4,0
"253",8,11,12,0,1,21,1,1,0,1,4,0
"254",8,12,13,0,1,21,1,1,0,1,4,0
"255",8,13,14,0,1,21,1,1,0,1,4,0
"256",8,14,15,0,1,21,1,1,0,1,4,0
"257",8,15,16,0,1,21,1,1,0,1,4,0
"258",8,16,17,0,1,21,1,1,0,1,4,0
"259",8,17,18,0,1,21,1,1,0,1,4,0
"260",8,18,19,0,1,21,1,1,0,1,4,0
"261",8,19,20,0,1,21,1,1,0,1,4,1
"262",8,20,21,0,1,21,1,1,0,1,4,1
"263",8,21,22,0,1,21,1,1,0,1,4,0
"264",8,22,23,0,1,21,1,1,0,1,4,0
"265",8,23,24,0,1,21,1,1,0,1,4,1
"266",8,24,25,0,1,21,1,1,0,1,4,1
"267",8,25,26,0,1,21,1,1,0,1,4,0
"268",8,26,27,0,1,21,1,1,0,1,4,0
"269",8,27,28,0,1,21,1,1,0,1,4,0
"270",8,28,29,0,1,21,1,1,0,1,4,0
"271",8,29,30,0,1,21,1,1,0,1,4,0
"272",8,30,31,0,1,21,1,1,0,1,4,0
"273",8,31,32,0,1,21,1,1,0,1,4,0
"274",8,32,33,0,1,21,1,1,0,1,4,0
"275",8,33,34,0,1,21,1,1,0,1,4,0
"276",8,34,35,0,1,21,1,1,0,1,4,0
"277",8,35,36,0,1,21,1,1,0,1,4,0
"278",8,36,37,0,1,21,1,1,0,1,4,0
"279",8,37,38,0,1,21,1,1,0,1,4,0
"280",8,38,39,0,1,21,1,1,0,1,4,0
"281",8,39,40,0,1,21,1,1,0,1,4,0
"282",8,40,41,0,1,21,1,1,0,1,4,0
"283",8,41,42,0,1,21,1,1,0,1,4,0
"284",8,42,43,0,1,21,1,1,0,1,4,0
"285",8,43,44,0,1,21,1,1,0,1,4,0
"286",8,44,45,0,1,21,1,1,0,1,4,0
"287",8,45,46,0,1,21,1,1,0,1,4,0
"288",8,46,47,0,1,21,1,1,0,1,4,0
"289",8,47,48,0,1,21,1,1,0,1,4,0
"290",8,48,49,0,1,21,1,1,0,1,4,0
"291",8,49,50,0,1,21,1,1,0,1,4,0
"292",8,50,51,0,1,21,1,1,0,1,4,0
"293",8,51,52,0,1,21,1,1,0,1,4,0
"294",9,0,1,0,0,22,1,0,0,0,6,0
"295",9,1,2,0,0,22,1,0,0,0,6,0
"296",9,2,3,0,0,22,1,0,0,0,6,0
"297",9,3,4,0,0,22,1,0,0,0,6,0
"298",9,4,5,0,0,22,1,0,0,0,6,0
"299",9,5,6,0,0,22,1,0,0,0,6,0
"300",9,6,7,0,0,22,1,0,0,0,6,0
"301",9,7,8,0,0,22,1,0,0,0,6,0
"302",9,8,9,0,0,22,1,0,0,0,6,0
"303",9,9,10,0,0,22,1,0,0,0,6,0
"304",9,10,11,0,0,22,1,0,0,0,6,0
"305",9,11,12,0,0,22,1,0,0,0,6,0
"306",9,12,13,0,0,22,1,0,0,0,6,0
"307",9,13,14,0,0,22,1,0,0,0,6,0
"308",9,14,15,0,0,22,1,0,0,0,6,0
"309",9,15,16,0,0,22,1,0,0,0,6,1
"310",9,16,17,0,0,22,1,0,0,0,6,1
"311",9,17,18,0,0,22,1,0,0,0,6,1
"312",9,18,19,0,0,22,1,0,0,0,6,1
"313",9,19,20,0,0,22,1,0,0,0,6,1
"314",9,20,21,0,0,22,1,0,0,0,6,1
"315",9,21,22,0,0,22,1,0,0,0,6,1
"316",9,22,23,0,0,22,1,0,0,0,6,0
"317",9,23,24,0,0,22,1,0,0,0,6,0
"318",9,24,25,0,0,22,1,0,0,0,6,0
"319",9,25,26,0,0,22,1,0,0,0,6,0
"320",9,26,27,0,0,22,1,0,0,0,6,0
"321",9,27,28,0,0,22,1,0,0,0,6,0
"322",9,28,29,0,0,22,1,0,0,0,6,0
"323",9,29,30,0,0,22,1,0,0,0,6,0
"324",9,30,31,0,0,22,1,0,0,0,6,0
"325",9,31,32,0,0,22,1,0,0,0,6,0
"326",9,32,33,0,0,22,1,0,0,0,6,0
"327",9,33,34,0,0,22,1,0,0,0,6,0
"328",9,34,35,0,0,22,1,0,0,0,6,0
"329",9,35,36,0,0,22,1,0,0,0,6,0
"330",9,36,37,0,0,22,1,0,0,0,6,0
"331",9,37,38,0,0,22,1,0,0,0,6,1
"332",9,38,39,0,0,22,1,0,0,0,6,1
"333",9,39,40,0,0,22,1,0,0,0,6,1
"334",9,40,41,0,0,22,1,0,0,0,6,1
"335",9,41,42,0,0,22,1,0,0,0,6,1
"336",9,42,43,0,0,22,1,0,0,0,6,1
"337",9,43,44,0,0,22,1,0,0,0,6,1
"338",9,44,45,0,0,22,1,0,0,0,6,1
"339",9,45,46,0,0,22,1,0,0,0,6,1
"340",9,46,47,0,0,22,1,0,0,0,6,1
"341",9,47,48,0,0,22,1,0,0,0,6,1
"342",9,48,49,0,0,22,1,0,0,0,6,1
"343",9,49,50,0,0,22,1,0,0,0,6,1
"344",9,50,51,0,0,22,1,0,0,0,6,1
"345",9,51,52,0,0,22,1,0,0,0,6,1
"346",10,0,1,0,0,20,1,1,0,0,0,0
"347",10,1,2,0,0,20,1,1,0,0,0,1
"348",10,2,3,0,0,20,1,1,0,0,0,1
"349",10,3,4,0,0,20,1,1,0,0,0,1
"350",10,4,5,0,0,20,1,1,0,0,0,1
"351",10,5,6,0,0,20,1,1,0,0,0,0
"352",10,6,7,0,0,20,1,1,0,0,0,0
"353",10,7,8,0,0,20,1,1,0,0,0,0
"354",10,8,9,0,0,20,1,1,0,0,0,0
"355",10,9,10,0,0,20,1,1,0,0,0,0
"356",10,10,11,0,0,20,1,1,0,0,0,0
"357",10,11,12,0,0,20,1,1,0,0,0,0
"358",10,12,13,0,0,20,1,1,0,0,0,0
"359",10,13,14,0,0,20,1,1,0,0,0,0
"360",10,14,15,0,0,20,1,1,0,0,0,0
"361",10,15,16,0,0,20,1,1,0,0,0,0
"362",10,16,17,0,0,20,1,1,0,0,0,0
"363",10,17,18,0,0,20,1,1,0,0,0,0
"364",10,18,19,0,0,20,1,1,0,0,0,0
"365",10,19,20,0,0,20,1,1,0,0,0,0
"366",10,20,21,0,0,20,1,1,0,0,0,0
"367",10,21,22,0,0,20,1,1,0,0,0,0
"368",10,22,23,0,0,20,1,1,0,0,0,0
"369",10,23,24,0,0,20,1,1,0,0,0,0
"370",10,24,25,0,0,20,1,1,0,0,0,0
"371",10,25,26,0,0,20,1,1,0,0,0,0
"372",10,26,27,0,0,20,1,1,0,0,0,0
"373",10,27,28,0,0,20,1,1,0,0,0,0
"374",10,28,29,0,0,20,1,1,0,0,0,0
"375",10,29,30,0,0,20,1,1,0,0,0,0
"376",10,30,31,0,0,20,1,1,0,0,0,0
"377",10,31,32,0,0,20,1,1,0,0,0,0
"378",10,32,33,0,0,20,1,1,0,0,0,0
"379",10,33,34,0,0,20,1,1,0,0,0,0
"380",10,34,35,0,0,20,1,1,0,0,0,0
"381",10,35,36,0,0,20,1,1,0,0,0,0
"382",10,36,37,0,0,20,1,1,0,0,0,0
"383",10,37,38,0,0,20,1,1,0,0,0,0
"384",10,38,39,0,0,20,1,1,0,0,0,0
"385",10,39,40,0,0,20,1,1,0,0,0,0
"386",10,40,41,0,0,20,1,1,0,0,0,0
"387",10,41,42,0,0,20,1,1,0,0,0,0
"388",10,42,43,0,0,20,1,1,0,0,0,0
"389",10,43,44,0,0,20,1,1,0,0,0,0
"390",10,44,45,0,0,20,1,1,0,0,0,0
"391",10,45,46,0,0,20,1,1,0,0,0,0
"392",10,46,47,0,0,20,1,1,0,0,0,0
"393",10,47,48,0,0,20,1,1,0,0,0,0
"394",10,48,49,0,0,20,1,1,0,0,0,0
"395",10,49,50,0,0,20,1,1,0,0,0,0
"396",10,50,51,0,0,20,1,1,0,0,0,0
"397",10,51,52,0,0,20,1,1,0,0,0,0
"398",11,0,1,0,1,26,1,0,0,1,3,0
"399",11,1,2,0,1,26,1,0,0,1,3,0
"400",11,2,3,0,1,26,1,0,0,1,3,0
"401",11,3,4,0,1,26,1,0,0,1,3,0
"402",11,4,5,0,1,26,1,0,0,1,3,0
"403",11,5,6,0,1,26,1,0,0,1,3,0
"404",11,6,7,0,1,26,1,0,0,1,3,0
"405",11,7,8,0,1,26,1,0,0,1,3,0
"406",11,8,9,0,1,26,1,0,0,1,3,1
"407",11,9,10,0,1,26,1,0,0,1,3,1
"408",11,10,11,0,1,26,1,0,0,1,3,1
"409",11,11,12,0,1,26,1,0,0,1,3,1
"410",11,12,13,0,1,26,1,0,0,1,3,1
"411",11,13,14,0,1,26,1,0,0,1,3,1
"412",11,14,15,0,1,26,1,0,0,1,3,1
"413",11,15,16,0,1,26,1,0,0,1,3,1
"414",11,16,17,0,1,26,1,0,0,1,3,1
"415",11,17,18,0,1,26,1,0,0,1,3,1
"416",11,18,19,0,1,26,1,0,0,1,3,0
"417",11,19,20,0,1,26,1,0,0,1,3,0
"418",11,20,21,0,1,26,1,0,0,1,3,0
"419",11,21,22,0,1,26,1,0,0,1,3,0
"420",11,22,23,0,1,26,1,0,0,1,3,0
"421",11,23,24,0,1,26,1,0,0,1,3,0
"422",11,24,25,0,1,26,1,0,0,1,3,0
"423",11,25,26,0,1,26,1,0,0,1,3,0
"424",11,26,27,0,1,26,1,0,0,1,3,0
"425",11,27,28,0,1,26,1,0,0,1,3,0
"426",11,28,29,0,1,26,1,0,0,1,3,0
"427",11,29,30,0,1,26,1,0,0,1,3,0
"428",11,30,31,0,1,26,1,0,0,1,3,0
"429",11,31,32,0,1,26,1,0,0,1,3,0
"430",11,32,33,0,1,26,1,0,0,1,3,0
"431",11,33,34,0,1,26,1,0,0,1,3,0
"432",11,34,35,0,1,26,1,0,0,1,3,0
"433",11,35,36,0,1,26,1,0,0,1,3,0
"434",11,36,37,0,1,26,1,0,0,1,3,0
"435",11,37,38,0,1,26,1,0,0,1,3,0
"436",11,38,39,0,1,26,1,0,0,1,3,0
"437",11,39,40,0,1,26,1,0,0,1,3,0
"438",11,40,41,0,1,26,1,0,0,1,3,0
"439",11,41,42,0,1,26,1,0,0,1,3,0
"440",11,42,43,0,1,26,1,0,0,1,3,0
"441",11,43,44,0,1,26,1,0,0,1,3,0
"442",11,44,45,0,1,26,1,0,0,1,3,1
"443",11,45,46,0,1,26,1,0,0,1,3,1
"444",11,46,47,0,1,26,1,0,0,1,3,1
"445",11,47,48,0,1,26,1,0,0,1,3,1
"446",11,48,49,0,1,26,1,0,0,1,3,1
"447",11,49,50,0,1,26,1,0,0,1,3,1
"448",11,50,51,0,1,26,1,0,0,1,3,1
"449",11,51,52,0,1,26,1,0,0,1,3,1
"450",12,0,1,0,0,40,1,1,0,0,2,0
"451",12,1,2,0,0,40,1,1,0,0,2,0
"452",12,2,3,0,0,40,1,1,0,0,2,0
"453",12,3,4,0,0,40,1,1,0,0,2,0
"454",12,4,5,0,0,40,1,1,0,0,2,1
"455",12,5,6,0,0,40,1,1,0,0,2,1
"456",12,6,7,0,0,40,1,1,0,0,2,1
"457",12,7,8,0,0,40,1,1,0,0,2,1
"458",12,8,9,0,0,40,1,1,0,0,2,1
"459",12,9,10,0,0,40,1,1,0,0,2,1
"460",12,10,11,0,0,40,1,1,0,0,2,1
"461",12,11,12,0,0,40,1,1,0,0,2,1
"462",12,12,13,0,0,40,1,1,0,0,2,1
"463",12,13,14,0,0,40,1,1,0,0,2,1
"464",12,14,15,0,0,40,1,1,0,0,2,1
"465",12,15,16,0,0,40,1,1,0,0,2,1
"466",12,16,17,0,0,40,1,1,0,0,2,1
"467",12,17,18,0,0,40,1,1,0,0,2,1
"468",12,18,19,0,0,40,1,1,0,0,2,1
"469",12,19,20,0,0,40,1,1,0,0,2,1
"470",12,20,21,0,0,40,1,1,0,0,2,1
"471",12,21,22,0,0,40,1,1,0,0,2,1
"472",12,22,23,0,0,40,1,1,0,0,2,1
"473",12,23,24,0,0,40,1,1,0,0,2,1
"474",12,24,25,0,0,40,1,1,0,0,2,1
"475",12,25,26,0,0,40,1,1,0,0,2,1
"476",12,26,27,0,0,40,1,1,0,0,2,1
"477",12,27,28,0,0,40,1,1,0,0,2,1
"478",12,28,29,0,0,40,1,1,0,0,2,1
"479",12,29,30,0,0,40,1,1,0,0,2,1
"480",12,30,31,0,0,40,1,1,0,0,2,1
"481",12,31,32,0,0,40,1,1,0,0,2,1
"482",12,32,33,0,0,40,1,1,0,0,2,1
"483",12,33,34,0,0,40,1,1,0,0,2,1
"484",12,34,35,0,0,40,1,1,0,0,2,1
"485",12,35,36,0,0,40,1,1,0,0,2,1
"486",12,36,37,0,0,40,1,1,0,0,2,1
"487",12,37,38,0,0,40,1,1,0,0,2,1
"488",12,38,39,0,0,40,1,1,0,0,2,1
"489",12,39,40,0,0,40,1,1,0,0,2,1
"490",12,40,41,0,0,40,1,1,0,0,2,1
"491",12,41,42,0,0,40,1,1,0,0,2,1
"492",12,42,43,0,0,40,1,1,0,0,2,1
"493",12,43,44,0,0,40,1,1,0,0,2,1
"494",12,44,45,0,0,40,1,1,0,0,2,1
"495",12,45,46,0,0,40,1,1,0,0,2,1
"496",12,46,47,0,0,40,1,1,0,0,2,1
"497",12,47,48,0,0,40,1,1,0,0,2,1
"498",12,48,49,0,0,40,1,1,0,0,2,1
"499",12,49,50,0,0,40,1,1,0,0,2,1
"500",12,50,51,0,0,40,1,1,0,0,2,1
"501",12,51,52,0,0,40,1,1,0,0,2,1
"502",13,0,1,0,0,17,1,1,0,1,5,0
"503",13,1,2,0,0,17,1,1,0,1,5,0
"504",13,2,3,0,0,17,1,1,0,1,5,0
"505",13,3,4,0,0,17,1,1,0,1,5,0
"506",13,4,5,0,0,17,1,1,0,1,5,0
"507",13,5,6,0,0,17,1,1,0,1,5,0
"508",13,6,7,0,0,17,1,1,0,1,5,0
"509",13,7,8,0,0,17,1,1,0,1,5,0
"510",13,8,9,0,0,17,1,1,0,1,5,0
"511",13,9,10,0,0,17,1,1,0,1,5,0
"512",13,10,11,0,0,17,1,1,0,1,5,0
"513",13,11,12,0,0,17,1,1,0,1,5,0
"514",13,12,13,0,0,17,1,1,0,1,5,0
"515",13,13,14,0,0,17,1,1,0,1,5,0
